id,OFFENSE_CODE_GROUP,OCCURRED_ON_DATE,STREET,Lat,Long,Image_Id
17489,Confidence Games,7/28/2018 13:24,MORTON ST,42.280612,-71.083501,5cae691a579dc84342e094d4
17490,Fraud,7/28/2018 13:23,WASHINGTON ST,42.309719,-71.104294,5cae691a579dc84342e09534
17491,Drug Violation,7/28/2018 13:00,SOUTHAMPTON ST,42.332108,-71.070144,5cae691a579dc84342e09583
17492,Harassment,7/26/2018 16:00,WASHINGTON ST,42.244111,-71.123438,5cae691a579dc84342e09534
17493,Larceny,7/8/2018 15:00,SAXTON ST,42.313591,-71.054324,5cae691a579dc84342e094d4
17494,Motor Vehicle Accident Response,7/28/2018 13:17,BENNINGTON ST,42.382981,-71.017304,5cae691a579dc84342e094d4
17495,Simple Assault,7/28/2018 12:50,CLINTON ST,42.36068,-71.054823,5cae691a579dc84342e094d4
17496,Investigate Person,7/28/2018 13:06,ORCHARD ST,42.267124,-71.108049,5cae691a579dc84342e095bd
17497,Simple Assault,7/28/2018 12:38,PARKER ST,42.324694,-71.100879,5cae691a579dc84342e0956a
17498,Larceny,7/28/2018 12:38,PARKER ST,42.324694,-71.100879,5cae691a579dc84342e0956a
17499,Robbery,7/28/2018 12:57,BOYLSTON ST,42.349325,-71.080148,5cae691a579dc84342e095c3
17500,Investigate Person,7/28/2018 10:30,GIBSON ST,42.297555,-71.059709,5cae691a579dc84342e094d4
17501,Medical Assistance,7/28/2018 12:08,CENTRE ST,42.311934,-71.114291,5cae691a579dc84342e0953b
17502,Drug Violation,7/28/2018 12:26,ALLSTATE RD,42.3281,-71.063217,5cae691a579dc84342e094ce
17503,Warrant Arrests,7/28/2018 12:26,ALLSTATE RD,42.3281,-71.063217,5cae691a579dc84342e094ce
17504,Larceny,7/28/2018 12:26,ALLSTATE RD,42.3281,-71.063217,5cae691a579dc84342e094ce
17505,Drug Violation,7/28/2018 12:26,ALLSTATE RD,42.3281,-71.063217,5cae691a579dc84342e094ce
17506,Other,7/28/2018 12:26,ALLSTATE RD,42.3281,-71.063217,5cae691a579dc84342e094ce
17507,Investigate Property,7/28/2018 12:14,NEWBURY ST,42.35118,-71.076666,5cae691a579dc84342e094d4
17508,Robbery,7/28/2018 12:24,STUART ST,42.351066,-71.065496,5cae691a579dc84342e094d4
17509,Larceny From Motor Vehicle,7/27/2018 14:30,DENNISON ST,42.317791,-71.093345,5cae691a579dc84342e094d4
17510,Violations,7/28/2018 11:56,WASHINGTON ST,42.304144,-71.082324,5cae691a579dc84342e09534
17511,Towed,7/28/2018 9:50,COURT SQ,42.358592,-71.059216,5cae691a579dc84342e094d4
17512,Verbal Disputes,7/28/2018 11:30,MORTON ST,42.285602,-71.093171,5cae691a579dc84342e094d4
17513,Towed,7/28/2018 10:25,SUDAN ST,42.316683,-71.05541,5cae691a579dc84342e094d4
17514,Motor Vehicle Accident Response,7/28/2018 9:00,NEPONSET AVE,42.286787,-71.044917,5cae691a579dc84342e094d4
17515,Investigate Property,7/28/2018 12:07,FLEET CENTER PL,42.366463,-71.060678,5cae691a579dc84342e094d4
17516,Other,7/28/2018 11:45,S BAY AVE,42.333831,-71.066057,5cae691a579dc84342e094d4
17517,Medical Assistance,7/28/2018 11:13,MALLON RD,42.302293,-71.075115,5cae691a579dc84342e094d4
17518,Medical Assistance,7/28/2018 11:55,WASHINGTON ST,42.328663,-71.085634,5cae691a579dc84342e09534
17519,Motor Vehicle Accident Response,7/27/2018 15:50,WASHINGTON ST,42.287701,-71.106713,5cae691a579dc84342e09534
17520,Property Lost,7/28/2018 11:30,BEACON ST,42.355052,-71.073907,5cae691a579dc84342e094d4
17521,Investigate Property,7/28/2018 11:10,CITY HALL PLZ,42.359721,-71.058524,5cae691a579dc84342e094d4
17522,Fraud,7/14/2018 10:00,SEYMOUR ST,42.279767,-71.121624,5cae691a579dc84342e094d4
17523,Larceny From Motor Vehicle,7/27/2018 18:00,WASHINGTON ST,42.301447,-71.076813,5cae691a579dc84342e09534
17524,Vandalism,7/27/2018 18:00,WASHINGTON ST,42.301447,-71.076813,5cae691a579dc84342e09534
17525,Confidence Games,7/28/2018 11:27,HANCOCK ST,42.312521,-71.06435,5cae691a579dc84342e095ab
17526,Auto Theft,7/28/2018 11:22,MAVERICK ST,42.366843,-71.031349,5cae691a579dc84342e09519
17527,Motor Vehicle Accident Response,7/28/2018 10:54,ELMHURST ST,42.289042,-71.07657,5cae691a579dc84342e094d4
17529,Other,7/28/2018 10:43,BICKFORD ST,42.324833,-71.101648,5cae691a579dc84342e094d4
17530,Warrant Arrests,7/28/2018 10:43,BICKFORD ST,42.324833,-71.101648,5cae691a579dc84342e094d4
17531,Larceny From Motor Vehicle,7/28/2018 0:30,MOUNT VERNON ST,42.34671,-71.154674,5cae691a579dc84342e09538
17532,Larceny,7/27/2018 13:00,DALTON ST,42.345778,-71.084296,5cae691a579dc84342e094d4
17533,Verbal Disputes,7/28/2018 10:23,BRINSLEY ST,42.305181,-71.078803,5cae691a579dc84342e094d4
17534,Property Lost,7/28/2018 10:51,YAWKEY WAY,42.346538,-71.098806,5cae691a579dc84342e094d4
17535,Missing Person Located,7/28/2018 9:51,GREENWOOD CIR,42.264856,-71.11999,5cae691a579dc84342e094d4
17536,Confidence Games,7/10/2018 9:00,HOWARD AVE,42.318772,-71.073571,5cae691a579dc84342e094d4
17537,Medical Assistance,7/28/2018 10:43,CENTRE ST,42.287094,-71.148221,5cae691a579dc84342e0953b
17538,Towed,7/28/2018 8:46,WORCESTER SQ,42.336777,-71.074645,5cae691a579dc84342e094d4
17539,Towed,7/28/2018 7:47,ENDICOTT ST,42.364127,-71.057292,5cae691a579dc84342e094d4
17540,Towed,7/28/2018 9:10,ATLANTIC AVE,42.361325,-71.052436,5cae691a579dc84342e0956e
17541,Vandalism,7/27/2018 13:00,AMORY ST,42.321338,-71.099244,5cae691a579dc84342e094d4
17542,Towed,7/28/2018 7:22,HANCOCK ST,42.360254,-71.064471,5cae691a579dc84342e095ab
17543,Towed,7/28/2018 7:10,KINROSS RD,42.34014,-71.148752,5cae691a579dc84342e094d4
17544,Towed,7/28/2018 7:42,COMMONWEALTH AVE,42.341821,-71.146449,5cae691a579dc84342e094d4
17545,Larceny From Motor Vehicle,7/27/2018 16:00,CLARENDON ST,42.353436,-71.076565,5cae691a579dc84342e0952e
17546,Vandalism,7/27/2018 16:00,CLARENDON ST,42.353436,-71.076565,5cae691a579dc84342e0952e
17547,Vandalism,7/27/2018 13:00,CENTRE ST,42.305498,-71.124461,5cae691a579dc84342e0953b
17548,Larceny From Motor Vehicle,7/28/2018 8:11,MASSACHUSETTS AVE,42.335621,-71.075824,5cae691a579dc84342e094d2
17550,Other,7/28/2018 8:11,MASSACHUSETTS AVE,42.335621,-71.075824,5cae691a579dc84342e094d2
17551,Warrant Arrests,7/28/2018 8:11,MASSACHUSETTS AVE,42.335621,-71.075824,5cae691a579dc84342e094d2
17552,Simple Assault,7/28/2018 8:11,MASSACHUSETTS AVE,42.335621,-71.075824,5cae691a579dc84342e094d2
17553,Vandalism,7/28/2018 8:15,PUTNAM ST,42.329892,-71.088946,5cae691a579dc84342e094d4
17554,Medical Assistance,7/28/2018 8:30,WASHINGTON ST,42.349056,-71.150498,5cae691a579dc84342e09534
17555,Motor Vehicle Accident Response,7/28/2018 8:29,COLUMBIA RD,42.309185,-71.073967,5cae691a579dc84342e094ee
17556,Investigate Property,7/19/2018 8:29,ARBUTUS ST,42.287744,-71.089663,5cae691a579dc84342e094d4
17557,Larceny,7/23/2018 8:00,WASHINGTON ST,42.306493,-71.081807,5cae691a579dc84342e09534
17558,Towed,7/28/2018 7:03,COOK ST,42.38124,-71.063457,5cae691a579dc84342e094d4
17559,Property Found,7/27/2018 14:00,HARRISON AVE,42.339762,-71.069137,5cae691a579dc84342e094d4
17560,Other,7/28/2018 5:59,BEECHLAND CIR,42.27686,-71.137576,5cae691a579dc84342e094d4
17561,Larceny,7/28/2018 5:46,SUMMER ST,42.34939,-71.048279,5cae691a579dc84342e094d4
17562,Residential Burglary,7/28/2018 5:46,SUMMER ST,42.34939,-71.048279,5cae691a579dc84342e094d4
17563,Other Burglary,7/28/2018 5:46,SUMMER ST,42.34939,-71.048279,5cae691a579dc84342e094d4
17564,Other,7/28/2018 5:17,WILLIAM T MORRISSEY BLVD,42.296816,-71.048538,5cae691a579dc84342e094d4
17565,Verbal Disputes,7/28/2018 5:17,WILLIAM T MORRISSEY BLVD,42.296816,-71.048538,5cae691a579dc84342e094d4
17566,Auto Theft,7/28/2018 5:30,NORFOLK ST,42.282456,-71.085837,5cae691a579dc84342e0951d
17567,Investigate Person,7/28/2018 4:13,RIVER ST,42.253874,-71.129124,5cae691a579dc84342e0954d
17568,Motor Vehicle Accident Response,7/28/2018 2:34,E COTTAGE ST,42.318532,-71.05779,5cae691a579dc84342e094d4
17569,Medical Assistance,7/28/2018 3:13,PORTER ST,42.315832,-71.103446,5cae691a579dc84342e094d4
17570,Simple Assault,7/28/2018 3:30,FLOYD ST,42.288347,-71.086077,5cae691a579dc84342e094d4
17571,Towed,7/28/2018 3:43,ESSEX ST,42.352494,-71.061393,5cae691a579dc84342e094d4
17572,Investigate Property,7/28/2018 3:10,JAMAICAWAY,42.323955,-71.11486,5cae691a579dc84342e094d4
17573,Simple Assault,7/28/2018 2:11,BOYLSTON ST,42.352418,-71.065255,5cae691a579dc84342e095c3
17574,Towed,7/28/2018 2:46,MERIDIAN ST,42.371729,-71.039,5cae691a579dc84342e094d4
17575,Larceny,7/28/2018 2:21,LINDEN ST,42.355401,-71.130906,5cae691a579dc84342e094d4
17576,Verbal Disputes,7/28/2018 2:18,WINTER ST,42.248343,-71.128187,5cae691a579dc84342e094d4
17577,Auto Theft,7/27/2018 22:00,WHARF ST,42.357461,-71.052208,5cae691a579dc84342e094d4
17578,Ballistics,7/28/2018 2:05,BENNINGTON ST,42.378039,-71.030462,5cae691a579dc84342e094d4
17579,Medical Assistance,7/28/2018 1:22,NORWELL ST,42.298284,-71.078694,5cae691a579dc84342e094d4
17581,Medical Assistance,7/28/2018 1:56,PARKER ST,42.33478,-71.095029,5cae691a579dc84342e0956a
17582,Simple Assault,7/28/2018 1:28,WARRENTON ST,42.350662,-71.066022,5cae691a579dc84342e09547
17583,Medical Assistance,7/28/2018 1:20,LARCHMONT ST,42.297034,-71.068607,5cae691a579dc84342e095ca
17584,Verbal Disputes,7/27/2018 23:20,WASHINGTON ST,42.287469,-71.071216,5cae691a579dc84342e09534
17585,Ballistics,7/28/2018 0:34,SCHOOL ST,42.312845,-71.096768,5cae691a579dc84342e094d4
17586,Vandalism,7/28/2018 0:34,SCHOOL ST,42.312845,-71.096768,5cae691a579dc84342e094d4
17587,Motor Vehicle Accident Response,7/28/2018 0:05,ARUNDEL ST,42.347572,-71.103545,5cae691a579dc84342e094d4
17588,Medical Assistance,7/27/2018 19:03,SAINT MARK ST,42.302308,-71.114071,5cae691a579dc84342e094d4
17589,Motor Vehicle Accident Response,7/27/2018 22:27,COURT ST,42.359033,-71.058801,5cae691a579dc84342e094d4
17590,Verbal Disputes,7/27/2018 22:25,WOODLEDGE ST,42.314651,-71.07448,5cae691a579dc84342e094d4
17591,Motor Vehicle Accident Response,7/27/2018 22:50,MERIDIAN ST,42.373742,-71.039057,5cae691a579dc84342e094d4
17592,Investigate Person,7/27/2018 22:30,SOUTHBOURNE RD,42.289815,-71.117678,5cae691a579dc84342e094d4
17593,Medical Assistance,7/27/2018 22:22,CROWN POINT DR,42.257841,-71.148139,5cae691a579dc84342e094d4
17594,Residential Burglary,7/27/2018 22:41,MERIDIAN ST,42.378264,-71.039184,5cae691a579dc84342e094d4
17595,Motor Vehicle Accident Response,7/27/2018 22:10,E BROADWAY,42.335617,-71.036419,5cae691a579dc84342e094d4
17596,Larceny,7/27/2018 20:55,BENNINGTON ST,42.37547,-71.037302,5cae691a579dc84342e094d4
17597,Other,7/27/2018 20:55,BENNINGTON ST,42.37547,-71.037302,5cae691a579dc84342e094d4
17598,Towed,7/27/2018 18:00,ALBION ST,42.253068,-71.114983,5cae691a579dc84342e094d4
17599,Robbery,7/27/2018 20:30,FLORIDA ST,42.290805,-71.059659,5cae691a579dc84342e094d4
17600,Restraining Order Violations,7/27/2018 21:30,WELLES AVE,42.288549,-71.068942,5cae691a579dc84342e094d4
17601,Larceny From Motor Vehicle,7/27/2018 20:30,CENTRE ST,42.325321,-71.097081,5cae691a579dc84342e0953b
17602,Medical Assistance,7/27/2018 21:32,BEACH ST,42.350541,-71.057028,5cae691a579dc84342e094d4
17603,Other,7/27/2018 20:57,TREMONT ST,42.355942,-71.062583,5cae691a579dc84342e094f0
17605,Verbal Disputes,7/27/2018 21:42,NORWELL ST,42.298284,-71.078694,5cae691a579dc84342e094d4
17606,Fraud,7/27/2018 22:11,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
17607,Larceny,7/27/2018 22:11,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
17608,Violations,7/27/2018 22:11,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
17609,Counterfeiting,7/27/2018 21:30,TREMONT ST,42.341823,-71.07563,5cae691a579dc84342e094f0
17610,Aggravated Assault,7/27/2018 21:11,GOULD ST,42.271262,-71.167624,5cae691a579dc84342e094d4
17611,Other,7/27/2018 21:11,GOULD ST,42.271262,-71.167624,5cae691a579dc84342e094d4
17612,Simple Assault,7/27/2018 20:51,FAYSTON ST,42.312243,-71.075499,5cae691a579dc84342e094d4
17613,Medical Assistance,7/27/2018 21:30,MASSACHUSETTS AVE,42.331521,-71.070853,5cae691a579dc84342e094d2
17614,Simple Assault,7/27/2018 21:04,WALES ST,42.29552,-71.084205,5cae691a579dc84342e094d4
17615,Verbal Disputes,7/27/2018 21:20,WASHINGTON ST,42.284195,-71.07158,5cae691a579dc84342e09534
17616,Investigate Property,7/27/2018 21:18,PARSONS ST,42.356596,-71.157103,5cae691a579dc84342e094d4
17617,Harassment,7/27/2018 21:34,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
17618,Simple Assault,7/27/2018 20:30,DRAYTON AVE,42.312158,-71.070568,5cae691a579dc84342e094d4
17619,Investigate Person,7/27/2018 20:44,PARKER ST,42.324694,-71.100879,5cae691a579dc84342e0956a
17620,Larceny,2/1/2018 11:00,TREMONT ST,42.350604,-71.168476,5cae691a579dc84342e094f0
17621,Embezzlement,2/1/2018 11:00,TREMONT ST,42.350604,-71.168476,5cae691a579dc84342e094f0
17622,Investigate Person,7/27/2018 20:45,ELDORA ST,42.331286,-71.107725,5cae691a579dc84342e094d4
17623,Larceny From Motor Vehicle,7/27/2018 10:30,HUNTINGTON AVE,42.343538,-71.084165,5cae691a579dc84342e094d4
17624,Motor Vehicle Accident Response,7/27/2018 20:36,ADAMS ST,42.299637,-71.058512,5cae691a579dc84342e094d4
17625,Other,7/27/2018 19:32,TRAIN ST,42.291344,-71.053456,5cae691a579dc84342e094d4
17626,Simple Assault,7/27/2018 20:41,STURBRIDGE ST,42.272914,-71.074563,5cae691a579dc84342e094d4
17627,Other,7/27/2018 20:41,STURBRIDGE ST,42.272914,-71.074563,5cae691a579dc84342e094d4
17628,Harassment,7/27/2018 20:40,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
17629,Medical Assistance,7/27/2018 19:40,GALLIVAN BLVD,42.282624,-71.05533,5cae691a579dc84342e094f4
17630,Fraud,7/27/2018 19:58,BROAD ST,42.357556,-71.052992,5cae691a579dc84342e094d4
17631,Warrant Arrests,7/27/2018 20:24,WOODBINE ST,42.318979,-71.079647,5cae691a579dc84342e094d4
17632,Drug Violation,7/27/2018 19:27,WOODBINE ST,42.318979,-71.079647,5cae691a579dc84342e094d4
17633,Warrant Arrests,7/27/2018 19:27,WOODBINE ST,42.318979,-71.079647,5cae691a579dc84342e094d4
17634,Larceny,7/27/2018 18:46,BOYLSTON ST,42.344423,-71.098331,5cae691a579dc84342e095c3
17635,Warrant Arrests,7/27/2018 18:46,BOYLSTON ST,42.344423,-71.098331,5cae691a579dc84342e095c3
17636,Medical Assistance,7/27/2018 19:26,WASHINGTON ST,42.265824,-71.152054,5cae691a579dc84342e09534
17637,Larceny,7/27/2018 11:30,BLACKSTONE ST,42.361214,-71.055676,5cae691a579dc84342e094d4
17638,Investigate Person,7/27/2018 18:51,DUDLEY ST,42.317355,-71.06583,5cae691a579dc84342e094d4
17639,Investigate Person,7/27/2018 18:59,ROGERS PARK AVE,42.34693,-71.15933,5cae691a579dc84342e094d4
17640,Property Found,7/27/2018 18:33,CLARKSON ST,42.308297,-71.067478,5cae691a579dc84342e094d4
17641,Restraining Order Violations,7/27/2018 19:09,COURT ST,42.358923,-71.058354,5cae691a579dc84342e094d4
17642,Investigate Property,7/27/2018 18:17,GENEVA AVE,42.298489,-71.063133,5cae691a579dc84342e094d4
17643,Property Lost,7/27/2018 7:30,COMMONWEALTH AVE,42.350343,-71.130382,5cae691a579dc84342e094d4
17644,Other,7/27/2018 18:46,ROWELL ST,42.313339,-71.06425,5cae691a579dc84342e094d4
17645,Verbal Disputes,7/27/2018 18:38,NORWELL ST,42.301329,-71.078709,5cae691a579dc84342e094d4
17646,Aggravated Assault,7/27/2018 18:51,MASSACHUSETTS AVE,42.333391,-71.07312,5cae691a579dc84342e094d2
17647,Larceny,7/27/2018 17:35,WALFORD WAY,42.378403,-71.05729,5cae691a579dc84342e094d4
17648,Simple Assault,7/27/2018 18:37,HAVRE ST,42.369532,-71.041224,5cae691a579dc84342e094d4
17649,Motor Vehicle Accident Response,7/26/2018 13:30,SAINT BOTOLPH ST,42.342951,-71.083145,5cae691a579dc84342e0954f
17650,Investigate Person,7/27/2018 18:16,CENTRE ST,42.316748,-71.113562,5cae691a579dc84342e0953b
17651,Vandalism,7/27/2018 18:34,W BROADWAY,42.33793,-71.049474,5cae691a579dc84342e094d4
17652,Larceny,7/27/2018 13:18,LINCOLN ST,42.351318,-71.058384,5cae691a579dc84342e0955e
17653,Larceny,7/27/2018 18:26,NEWBURY ST,42.348406,-71.086883,5cae691a579dc84342e094d4
17654,Motor Vehicle Accident Response,7/27/2018 17:00,WARREN ST,42.317766,-71.082077,5cae691a579dc84342e094d4
17655,Violations,7/27/2018 17:59,PARK ST,42.297219,-71.065656,5cae691a579dc84342e0950e
17656,Larceny,7/27/2018 11:45,HANOVER ST,42.361794,-71.057113,5cae691a579dc84342e094d4
17657,Confidence Games,7/27/2018 11:45,HANOVER ST,42.361794,-71.057113,5cae691a579dc84342e094d4
17658,Property Found,7/27/2018 17:47,TONAWANDA ST,42.298508,-71.06787,5cae691a579dc84342e094d4
17659,Motor Vehicle Accident Response,7/27/2018 18:17,E FIFTH ST,42.33384,-71.041502,5cae691a579dc84342e0956c
17660,Fraud,7/27/2018 17:30,BOYLSTON ST,42.345295,-71.095095,5cae691a579dc84342e095c3
17661,Motor Vehicle Accident Response,7/27/2018 16:25,AMERICAN LEGION HWY,42.295884,-71.092206,5cae691a579dc84342e094d4
17662,Larceny,7/27/2018 17:04,WILLIAM T MORRISSEY BLVD,42.296237,-71.048536,5cae691a579dc84342e094d4
17663,Larceny,7/27/2018 9:00,N WASHINGTON ST,42.36612,-71.058452,5cae691a579dc84342e094d4
17665,Fraud,7/27/2018 15:00,HOMESTEAD ST,42.313422,-71.09349,5cae691a579dc84342e094d4
17666,Larceny,7/27/2018 17:48,WASHINGTON ST,42.351743,-71.062759,5cae691a579dc84342e09534
17667,Residential Burglary,7/27/2018 13:00,RUTHVEN ST,42.31202,-71.088516,5cae691a579dc84342e094d4
17668,Drug Violation,7/27/2018 17:38,GIBSON ST,42.297555,-71.059709,5cae691a579dc84342e094d4
17669,Simple Assault,7/27/2018 16:20,SEAVER ST,42.311367,-71.093281,5cae691a579dc84342e094da
17670,Verbal Disputes,7/27/2018 17:33,LAWRENCE AVE,42.312867,-71.078416,5cae691a579dc84342e09587
17671,Investigate Property,7/27/2018 16:38,E LENOX ST,42.334374,-71.077932,5cae691a579dc84342e094d4
17672,Motor Vehicle Accident Response,7/26/2018 23:30,WESTINGHOUSE PLZ,42.24423,-71.132519,5cae691a579dc84342e094d4
17673,Simple Assault,7/27/2018 16:18,VAN NESS ST,42.345396,-71.098239,5cae691a579dc84342e094d4
17674,Simple Assault,7/27/2018 16:18,VAN NESS ST,42.345396,-71.098239,5cae691a579dc84342e094d4
17675,Larceny,7/27/2018 16:34,AMERICAN LEGION HWY,42.27413,-71.116746,5cae691a579dc84342e094d4
17676,Other,7/27/2018 16:39,WOODBINE ST,42.318979,-71.079647,5cae691a579dc84342e094d4
17677,Investigate Person,7/27/2018 15:55,AMERICAN LEGION HWY,42.284467,-71.111831,5cae691a579dc84342e094d4
17678,Medical Assistance,7/27/2018 15:31,TONAWANDA ST,42.298508,-71.06787,5cae691a579dc84342e094d4
17679,Verbal Disputes,7/27/2018 16:41,WASHINGTON ST,42.305118,-71.080191,5cae691a579dc84342e09534
17680,Simple Assault,7/27/2018 15:51,RIVER ST,42.271892,-71.071638,5cae691a579dc84342e0954d
17681,Larceny From Motor Vehicle,7/25/2018 19:00,MILL ST,42.300393,-71.052064,5cae691a579dc84342e094d4
17682,Fraud,7/24/2018 19:32,WESTINGHOUSE PLZ,42.24423,-71.132519,5cae691a579dc84342e094d4
17683,Medical Assistance,7/27/2018 16:13,CALLENDER ST,42.288168,-71.087607,5cae691a579dc84342e094d4
17684,Towed,7/27/2018 16:37,ENTERPRISE ST,42.323582,-71.061965,5cae691a579dc84342e094d4
17685,Larceny,7/19/2018 15:18,COMMONWEALTH AVE,42.351242,-71.126169,5cae691a579dc84342e094d4
17686,Medical Assistance,7/27/2018 16:11,SAVOY ST,42.342135,-71.067908,5cae691a579dc84342e094d4
17687,Police Service Incidents,7/27/2018 15:54,COLUMBIA RD,42.317053,-71.065214,5cae691a579dc84342e094ee
17688,Warrant Arrests,7/27/2018 15:54,COLUMBIA RD,42.317053,-71.065214,5cae691a579dc84342e094ee
17689,Drug Violation,7/27/2018 15:30,HAYWARD PL,42.353088,-71.062539,5cae691a579dc84342e094d4
17691,Drug Violation,7/27/2018 15:30,HAYWARD PL,42.353088,-71.062539,5cae691a579dc84342e094d4
17692,Drug Violation,7/27/2018 15:30,HAYWARD PL,42.353088,-71.062539,5cae691a579dc84342e094d4
17693,Drug Violation,7/27/2018 15:30,HAYWARD PL,42.353088,-71.062539,5cae691a579dc84342e094d4
17694,Prisoner Related Incidents,7/27/2018 15:30,HAYWARD PL,42.353088,-71.062539,5cae691a579dc84342e094d4
17695,Prisoner Related Incidents,7/27/2018 11:45,QUEENSBERRY ST,42.343144,-71.095893,5cae691a579dc84342e094d4
17696,Investigate Person,7/27/2018 14:01,EDSON ST,42.286237,-71.077683,5cae691a579dc84342e094d4
17697,Medical Assistance,7/27/2018 14:45,WARREN ST,42.310112,-71.08299,5cae691a579dc84342e094d4
17698,Investigate Property,7/27/2018 15:59,CITY HALL PLZ,42.359721,-71.058524,5cae691a579dc84342e094d4
17699,Larceny,7/16/2018 0:00,FARNSWORTH ST,42.351566,-71.048352,5cae691a579dc84342e094d4
17700,Larceny,7/20/2018 1:00,WARRENTON ST,42.350662,-71.066022,5cae691a579dc84342e09547
17701,Fraud,7/20/2018 1:00,WARRENTON ST,42.350662,-71.066022,5cae691a579dc84342e09547
17702,Landlord/Tenant Disputes,7/27/2018 15:18,ENGLEWOOD AVE,42.337321,-71.151484,5cae691a579dc84342e094d4
17703,Investigate Person,7/27/2018 14:14,APPLETON ST,42.344888,-71.075588,5cae691a579dc84342e094d4
17704,Property Lost,7/10/2018 0:00,CENTRE ST,42.294875,-71.057421,5cae691a579dc84342e0953b
17705,Larceny,7/25/2018 0:00,LANSDOWNE ST,42.347174,-71.096444,5cae691a579dc84342e09523
17706,Larceny,7/27/2018 12:27,WASHINGTON ST,42.356801,-71.05893,5cae691a579dc84342e09534
17707,Motor Vehicle Accident Response,7/26/2018 16:00,ATLANTIC AVE,42.356673,-71.050769,5cae691a579dc84342e0956e
17708,Medical Assistance,7/27/2018 14:27,AMERICAN LEGION HWY,42.29795,-71.087744,5cae691a579dc84342e094d4
17709,Disorderly Conduct,7/27/2018 14:37,WASHINGTON ST,42.290575,-71.071657,5cae691a579dc84342e09534
17710,Investigate Person,7/27/2018 14:00,DORCHESTER AVE,42.299197,-71.06047,5cae691a579dc84342e09556
17711,Violations,7/27/2018 15:15,BLUE HILL AVE,42.274785,-71.093685,5cae691a579dc84342e0955a
17712,Investigate Property,7/27/2018 15:14,FLEET CENTER PL,42.366463,-71.060678,5cae691a579dc84342e094d4
17713,Verbal Disputes,7/27/2018 14:32,CALDER ST,42.297105,-71.088077,5cae691a579dc84342e094d4
17714,Harassment,7/27/2018 14:07,CHANDLER ST,42.346152,-71.074043,5cae691a579dc84342e094d4
17715,Liquor Violation,7/27/2018 15:00,ZEIGLER ST,42.329506,-71.08398,5cae691a579dc84342e094d4
17716,Property Lost,7/27/2018 14:58,TREMONT ST,42.332391,-71.099683,5cae691a579dc84342e094f0
17717,Property Lost,7/25/2018 19:00,COBDEN ST,42.317021,-71.094592,5cae691a579dc84342e094d4
17718,Larceny,7/27/2018 13:10,NEWBURY ST,42.348406,-71.086883,5cae691a579dc84342e094d4
17719,Liquor Violation,7/27/2018 14:30,MARVIN ST,42.329888,-71.084459,5cae691a579dc84342e094d4
17720,Auto Theft Recovery,7/27/2018 12:11,WESTINGHOUSE PLZ,42.24423,-71.132519,5cae691a579dc84342e094d4
17721,Property Lost,7/26/2018 22:00,UNION ST,42.361482,-71.057191,5cae691a579dc84342e094d4
17722,Residential Burglary,7/26/2018 14:30,BRANDYWYNE DR,42.387836,-71.012038,5cae691a579dc84342e094d4
17723,Larceny,7/23/2018 0:00,WALDECK ST,42.29655,-71.067102,5cae691a579dc84342e094d4
17724,Investigate Property,7/23/2018 0:00,WALDECK ST,42.29655,-71.067102,5cae691a579dc84342e094d4
17725,Larceny,7/27/2018 11:00,TALBOT AVE,42.290415,-71.072695,5cae691a579dc84342e094d4
17726,Medical Assistance,7/27/2018 13:51,O ST,42.334459,-71.029194,5cae691a579dc84342e094d4
17727,Motor Vehicle Accident Response,7/27/2018 12:00,WARREN ST,42.31337,-71.083631,5cae691a579dc84342e094d4
17728,Larceny,7/19/2018 20:45,COTTING ST,42.365323,-71.064121,5cae691a579dc84342e094d4
17729,Larceny,7/27/2018 10:00,BOYLSTON ST,42.344896,-71.096592,5cae691a579dc84342e095c3
17730,Larceny,7/27/2018 13:41,NEWBURY ST,42.349997,-71.081034,5cae691a579dc84342e094d4
17731,Other,7/27/2018 13:22,SHAWMUT AVE,42.331925,-71.084112,5cae691a579dc84342e094d4
17732,Other,7/27/2018 13:22,SHAWMUT AVE,42.331925,-71.084112,5cae691a579dc84342e094d4
17733,Restraining Order Violations,7/26/2018 15:26,CROWN POINT DR,42.257841,-71.148139,5cae691a579dc84342e094d4
17734,Motor Vehicle Accident Response,7/25/2018 11:45,BLUE HILL AVE,42.316564,-71.078116,5cae691a579dc84342e0955a
17735,Embezzlement,7/9/2018 13:39,BRAYTON RD,42.348931,-71.17053,5cae691a579dc84342e094d4
17736,Larceny,7/9/2018 13:39,BRAYTON RD,42.348931,-71.17053,5cae691a579dc84342e094d4
17737,Fraud,7/9/2018 13:39,BRAYTON RD,42.348931,-71.17053,5cae691a579dc84342e094d4
17738,Fraud,6/13/2018 0:00,MERIDIAN ST,42.37048,-71.038967,5cae691a579dc84342e094d4
17739,Larceny,7/23/2018 15:00,LONGWOOD AVE,42.337442,-71.104281,5cae691a579dc84342e09506
17740,Motor Vehicle Accident Response,7/26/2018 18:30,MYOPIA RD,42.263018,-71.127098,5cae691a579dc84342e095ad
