id,OFFENSE_CODE_GROUP,OCCURRED_ON_DATE,STREET,Lat,Long,Image_Id
4373,Investigate Person,9/17/2018 10:58,L ST,42.334165,-71.035337,5cae691a579dc84342e094d4
4374,Property Lost,9/12/2018 6:00,MASSACHUSETTS AVE,42.325538,-71.065796,5cae691a579dc84342e094d2
4375,Property Lost,9/17/2018 11:53,BLUE HILL AVE,42.268174,-71.093877,5cae691a579dc84342e0955a
4376,Larceny,9/17/2018 11:51,SARATOGA ST,42.38424,-71.000039,5cae691a579dc84342e095a2
4377,Simple Assault,9/17/2018 11:48,JOHN ELIOT SQ,42.330013,-71.091179,5cae691a579dc84342e094d4
4378,Violations,9/17/2018 10:46,CHARLES ST,42.362516,-71.070668,5cae691a579dc84342e094d4
4379,Motor Vehicle Accident Response,9/17/2018 10:46,CHARLES ST,42.362516,-71.070668,5cae691a579dc84342e094d4
4380,Other,9/17/2018 0:00,WASHINGTON ST,42.293606,-71.071887,5cae691a579dc84342e09534
4381,Restraining Order Violations,9/17/2018 0:00,WASHINGTON ST,42.293606,-71.071887,5cae691a579dc84342e09534
4382,Motor Vehicle Accident Response,9/14/2018 10:30,AMERICAN LEGION HWY,42.286766,-71.108376,5cae691a579dc84342e094d4
4383,Larceny From Motor Vehicle,9/15/2018 0:15,NORWELL ST,42.296315,-71.07839,5cae691a579dc84342e094d4
4384,Verbal Disputes,9/15/2018 2:30,HAZLETON ST,42.279971,-71.095534,5cae691a579dc84342e094d4
4385,Towed,9/17/2018 10:21,KILMARNOCK ST,42.34158,-71.098846,5cae691a579dc84342e094d4
4386,Vandalism,9/17/2018 11:18,DITMUS CT,42.337002,-71.082276,5cae691a579dc84342e094d4
4387,Property Lost,9/13/2018 7:30,WASHINGTON ST,42.299411,-71.115175,5cae691a579dc84342e09534
4388,Vandalism,9/15/2018 3:00,HAZLETON ST,42.278825,-71.094052,5cae691a579dc84342e094d4
4389,Medical Assistance,9/13/2018 22:45,BOYLSTON ST,42.343969,-71.100013,5cae691a579dc84342e095c3
4390,Motor Vehicle Accident Response,9/16/2018 11:30,MOUNTAIN AVE,42.283995,-71.085243,5cae691a579dc84342e094d4
4391,Harassment,9/17/2018 10:53,AUGUSTUS AVE,42.280633,-71.129457,5cae691a579dc84342e094d4
4392,Other,9/17/2018 10:17,DEWOLF ST,42.310778,-71.060606,5cae691a579dc84342e094d4
4393,Investigate Person,9/14/2018 16:45,W DEDHAM ST,42.341868,-71.072722,5cae691a579dc84342e094d4
4394,Motor Vehicle Accident Response,9/17/2018 10:10,ALBANY ST,42.339176,-71.065519,5cae691a579dc84342e094d6
4395,Fraud,9/17/2018 9:04,SAINT BOTOLPH ST,42.345619,-71.079908,5cae691a579dc84342e0954f
4396,Simple Assault,9/17/2018 10:06,D ST,42.337943,-71.051841,5cae691a579dc84342e094d4
4397,Auto Theft,9/14/2018 8:00,PARK DR,42.3439,-71.094864,5cae691a579dc84342e094d4
4398,Vandalism,9/14/2018 14:00,E FIFTH ST,42.333871,-71.039407,5cae691a579dc84342e0956c
4399,Towed,9/17/2018 10:20,S HUNTINGTON AVE,42.326398,-71.111526,5cae691a579dc84342e094d4
4400,Investigate Person,9/17/2018 9:47,READING ST,42.331107,-71.073572,5cae691a579dc84342e094d4
4401,Warrant Arrests,9/17/2018 9:47,READING ST,42.331107,-71.073572,5cae691a579dc84342e094d4
4402,Towed,9/17/2018 10:14,PARSONS ST,42.351994,-71.15469,5cae691a579dc84342e094d4
4403,Towed,9/17/2018 8:16,ANDERSON ST,42.360404,-71.067798,5cae691a579dc84342e094d4
4404,License Plate Related Incidents,9/14/2018 17:00,COMMONWEALTH AVE,42.345551,-71.141358,5cae691a579dc84342e094d4
4405,Larceny,8/17/2018 11:00,A ST,42.349349,-71.049259,5cae691a579dc84342e0952c
4406,Property Lost,8/29/2018 15:00,MYRTLE ST,42.359326,-71.066153,5cae691a579dc84342e094d4
4407,Violations,9/17/2018 9:08,HYDE PARK AVE,42.296979,-71.115616,5cae691a579dc84342e094d4
4408,Auto Theft,4/11/2018 12:00,MORTON ST,42.281274,-71.086546,5cae691a579dc84342e094d4
4409,Investigate Person,9/17/2018 9:41,CENTRE ST,42.318172,-71.112578,5cae691a579dc84342e0953b
4410,Harassment,9/17/2018 9:40,SUMMER ST,42.257169,-71.125306,5cae691a579dc84342e094d4
4411,Vandalism,9/17/2018 8:51,ADAMS ST,42.285235,-71.055097,5cae691a579dc84342e094d4
4412,Fraud,9/8/2018 17:40,FRUIT ST,42.362403,-71.069547,5cae691a579dc84342e094d4
4413,Vandalism,9/17/2018 9:00,CARSON ST,42.319757,-71.054289,5cae691a579dc84342e094d4
4414,Motor Vehicle Accident Response,9/17/2018 9:16,PARKER ST,42.337894,-71.093069,5cae691a579dc84342e0956a
4415,Police Service Incidents,9/17/2018 9:10,BOYLSTON ST,42.352312,-71.063705,5cae691a579dc84342e095c3
4416,Aggravated Assault,9/17/2018 8:32,BOWDOIN ST,42.30648,-71.066758,5cae691a579dc84342e094d4
4417,Simple Assault,9/17/2018 8:32,BOWDOIN ST,42.30648,-71.066758,5cae691a579dc84342e094d4
4418,Ballistics,9/17/2018 8:38,ALLERTON ST,42.328058,-71.069563,5cae691a579dc84342e094d4
4419,Vandalism,9/14/2018 18:00,PINCKNEY ST,42.358839,-71.066086,5cae691a579dc84342e094f2
4420,Medical Assistance,9/17/2018 8:25,TREMONT ST,42.357273,-71.061166,5cae691a579dc84342e094f0
4421,Towed,9/17/2018 7:03,ALPINE ST,42.326429,-71.086288,5cae691a579dc84342e094d4
4422,Robbery,9/15/2018 2:00,RIVER ST,42.268024,-71.093011,5cae691a579dc84342e0954d
4423,Motor Vehicle Accident Response,9/17/2018 8:35,HYDE PARK AVE,42.256216,-71.124019,5cae691a579dc84342e094d4
4424,Confidence Games,8/21/2018 0:00,BAY ST,42.311258,-71.057088,5cae691a579dc84342e094d4
4425,Towed,9/17/2018 7:44,KENRICK ST,42.346695,-71.168485,5cae691a579dc84342e094d4
4426,Property Lost,9/10/2018 13:49,BAY ST,42.311258,-71.057088,5cae691a579dc84342e094d4
4427,Fraud,8/9/2018 0:00,WASHINGTON ST,42.355123,-71.06088,5cae691a579dc84342e09534
4428,Larceny,9/17/2018 8:40,HAVRE ST,42.374182,-71.036774,5cae691a579dc84342e094d4
4429,Motor Vehicle Accident Response,9/17/2018 8:13,BENNETT ST,42.351883,-71.156478,5cae691a579dc84342e094d4
4430,Larceny From Motor Vehicle,9/16/2018 19:30,MARLBOROUGH ST,42.350932,-71.085855,5cae691a579dc84342e094d4
4431,Larceny From Motor Vehicle,9/16/2018 14:00,W CEDAR ST,42.360634,-71.070052,5cae691a579dc84342e094d4
4432,Larceny,9/16/2018 18:30,PARK DR,42.340625,-71.098928,5cae691a579dc84342e094d4
4433,Auto Theft,9/16/2018 0:05,CRESCENT AVE,42.319161,-71.052997,5cae691a579dc84342e094d4
4434,Motor Vehicle Accident Response,9/17/2018 7:23,DUDLEY ST,42.317159,-71.065432,5cae691a579dc84342e094d4
4435,Police Service Incidents,9/17/2018 7:03,MASCOT ST,42.284245,-71.084527,5cae691a579dc84342e094d4
4436,Investigate Person,9/17/2018 7:05,MAGNOLIA ST,42.310868,-71.074259,5cae691a579dc84342e094d4
4437,Investigate Person,9/17/2018 6:33,SEAVER ST,42.308789,-71.090556,5cae691a579dc84342e094da
4438,Harassment,9/17/2018 6:59,HOWARD AVE,42.314108,-71.075251,5cae691a579dc84342e094d4
4439,Counterfeiting,9/6/2018 6:54,MONTFERN AVE,42.351053,-71.164512,5cae691a579dc84342e094d4
4440,Confidence Games,9/15/2018 16:00,DARTMOUTH ST,42.350695,-71.07764,5cae691a579dc84342e094d4
4441,Larceny,9/16/2018 21:30,ALBANY ST,42.334288,-71.072395,5cae691a579dc84342e094d6
4442,Medical Assistance,9/17/2018 4:32,WASHINGTON ST,42.328663,-71.085634,5cae691a579dc84342e09534
4443,Drug Violation,9/17/2018 6:00,ALTHER ST,42.330804,-71.073763,5cae691a579dc84342e094d4
4444,Disorderly Conduct,9/17/2018 5:15,FLORIDA ST,42.290805,-71.059659,5cae691a579dc84342e094d4
4445,Motor Vehicle Accident Response,9/17/2018 4:37,LONSDALE ST,42.290377,-71.061397,5cae691a579dc84342e094d4
4446,Motor Vehicle Accident Response,9/17/2018 4:15,FISHER AVE,42.327569,-71.101817,5cae691a579dc84342e094d4
4447,Motor Vehicle Accident Response,9/17/2018 4:07,COLUMBUS AVE,42.313701,-71.095512,5cae691a579dc84342e0950c
4448,Verbal Disputes,9/17/2018 1:18,CHENEY ST,42.3097,-71.085824,5cae691a579dc84342e094d4
4449,Robbery,9/17/2018 2:56,ESSEX ST,42.352494,-71.061393,5cae691a579dc84342e094d4
4450,Robbery,9/17/2018 0:02,ADAMS ST,42.285578,-71.054964,5cae691a579dc84342e094d4
4451,Simple Assault,9/17/2018 0:02,ADAMS ST,42.285578,-71.054964,5cae691a579dc84342e094d4
4452,Investigate Property,9/17/2018 2:04,WASHINGTON ST,42.295719,-71.118273,5cae691a579dc84342e09534
4453,Aggravated Assault,9/16/2018 22:55,MASSACHUSETTS AVE,42.328564,-71.068353,5cae691a579dc84342e094d2
4454,Violations,9/16/2018 22:55,MASSACHUSETTS AVE,42.328564,-71.068353,5cae691a579dc84342e094d2
4455,Aggravated Assault,9/17/2018 2:24,WARREN ST,42.329787,-71.083248,5cae691a579dc84342e094d4
4456,Larceny,9/17/2018 1:57,PARK ST,42.295497,-71.072114,5cae691a579dc84342e0950e
4457,Medical Assistance,9/17/2018 1:39,ESSEX ST,42.352321,-71.058012,5cae691a579dc84342e094d4
4458,Restraining Order Violations,9/17/2018 0:37,WOODROW AVE,42.28712,-71.084211,5cae691a579dc84342e094d4
4459,Firearm Violations,9/17/2018 0:41,BURRELL ST,42.322933,-71.07077,5cae691a579dc84342e094d4
4460,Other,9/17/2018 0:41,BURRELL ST,42.322933,-71.07077,5cae691a579dc84342e094d4
4461,Simple Assault,9/17/2018 0:13,WASHINGTON ST,42.316671,-71.097437,5cae691a579dc84342e09534
4462,Restraining Order Violations,9/16/2018 23:00,WOODROW AVE,42.28712,-71.084211,5cae691a579dc84342e094d4
4463,Medical Assistance,9/16/2018 22:58,WALK HILL ST,42.277915,-71.094529,5cae691a579dc84342e09591
4464,Investigate Person,9/16/2018 22:35,W CONCORD ST,42.33962,-71.076992,5cae691a579dc84342e094d4
4465,Violations,9/16/2018 21:58,FIRST AVE,42.376141,-71.052461,5cae691a579dc84342e094d4
4466,Other,9/16/2018 22:32,HYDE PARK AVE,42.248262,-71.127169,5cae691a579dc84342e094d4
4467,Other Burglary,9/16/2018 22:09,BROAD ST,42.358927,-71.054506,5cae691a579dc84342e094d4
4468,Medical Assistance,9/16/2018 18:39,ROBINWOOD AVE,42.316687,-71.112612,5cae691a579dc84342e094d4
4469,Aggravated Assault,9/16/2018 22:01,MASSACHUSETTS AVE,42.331521,-71.070853,5cae691a579dc84342e094d2
4470,Missing Person Located,9/16/2018 21:44,BENNINGTON ST,42.379008,-71.027907,5cae691a579dc84342e094d4
4471,Motor Vehicle Accident Response,9/16/2018 22:15,COLUMBUS AVE,42.324461,-71.098566,5cae691a579dc84342e0950c
4472,Auto Theft,9/16/2018 22:27,PARK ST,42.299696,-71.057156,5cae691a579dc84342e0950e
4473,Vandalism,9/16/2018 21:57,BEECHWOOD ST,42.305244,-71.074838,5cae691a579dc84342e094d4
4474,Property Found,9/16/2018 21:16,COMMONWEALTH AVE,42.348805,-71.093926,5cae691a579dc84342e094d4
4475,Missing Person Located,9/16/2018 21:20,CENTRE ST,42.297332,-71.131556,5cae691a579dc84342e0953b
4476,Fire Related Reports,9/16/2018 21:16,COMMONWEALTH AVE,42.349897,-71.131434,5cae691a579dc84342e094d4
4477,Medical Assistance,9/16/2018 20:41,MORTON VILLAGE DR,42.280244,-71.084815,5cae691a579dc84342e094d4
4478,Verbal Disputes,9/16/2018 20:58,MARCELLA ST,42.32433,-71.096135,5cae691a579dc84342e094d4
4479,Other,9/16/2018 21:48,ORTON-MAROTTA WAY,42.338027,-71.054929,5cae691a579dc84342e094d4
4480,Residential Burglary,9/16/2018 13:00,ADAMS ST,42.295639,-71.056233,5cae691a579dc84342e094d4
4481,Missing Person Located,9/16/2018 19:54,HIAWATHA RD,42.276838,-71.095264,5cae691a579dc84342e095c1
4482,Simple Assault,9/16/2018 21:14,MAIN ST,42.377463,-71.06698,5cae691a579dc84342e094d4
4483,Vandalism,9/16/2018 21:14,MAIN ST,42.377463,-71.06698,5cae691a579dc84342e094d4
4484,Investigate Property,9/16/2018 20:25,BOYLSTON ST,42.346016,-71.093812,5cae691a579dc84342e095c3
4485,Vandalism,9/15/2018 19:00,WASHINGTON ST,42.300226,-71.074683,5cae691a579dc84342e09534
4486,Investigate Person,9/16/2018 20:30,STRATHCONA RD,42.305211,-71.079301,5cae691a579dc84342e094d4
4487,Towed,9/16/2018 20:28,BELLFLOWER ST,42.324451,-71.058107,5cae691a579dc84342e094d4
4488,Larceny From Motor Vehicle,9/16/2018 2:30,CROWLEY-ROGERS WAY,42.339411,-71.053715,5cae691a579dc84342e094d4
4489,Towed,9/16/2018 18:46,DEXTER ST,42.330335,-71.057607,5cae691a579dc84342e094d4
4490,Harassment,9/16/2018 20:04,HYDE PARK AVE,42.236311,-71.132311,5cae691a579dc84342e094d4
4491,Simple Assault,9/16/2018 20:26,BORDER ST,42.382292,-71.040364,5cae691a579dc84342e094d4
4492,Operating Under the Influence,9/16/2018 20:26,BORDER ST,42.382292,-71.040364,5cae691a579dc84342e094d4
4493,Fraud,9/16/2018 20:48,DUDLEY ST,42.328836,-71.084598,5cae691a579dc84342e094d4
4494,Harbor Related Incidents,9/16/2018 19:21,ATLANTIC AVE,42.354383,-71.052133,5cae691a579dc84342e0956e
4495,Motor Vehicle Accident Response,9/16/2018 17:12,MAYFIELD ST,42.316867,-71.060171,5cae691a579dc84342e094d4
4496,Property Related Damage,9/16/2018 9:00,WASHINGTON ST,42.344258,-71.143836,5cae691a579dc84342e09534
4497,Landlord/Tenant Disputes,9/16/2018 19:35,STANTON ST,42.284114,-71.079387,5cae691a579dc84342e094d4
4498,Investigate Property,9/16/2018 19:11,STONE TER,42.278855,-71.068425,5cae691a579dc84342e094d4
4499,Property Lost,9/4/2018 18:15,NEW SUDBURY ST,42.361839,-71.059765,5cae691a579dc84342e094d4
4500,Simple Assault,9/16/2018 19:01,FENWOOD RD,42.336113,-71.109278,5cae691a579dc84342e094d4
4501,Missing Person Reported,9/16/2018 19:04,PERRIN ST,42.321885,-71.079063,5cae691a579dc84342e094d4
4502,Motor Vehicle Accident Response,9/16/2018 2:30,TREMONT ST,42.348685,-71.066088,5cae691a579dc84342e094f0
4503,Liquor Violation,9/16/2018 19:50,WARREN ST,42.329025,-71.083415,5cae691a579dc84342e094d4
4504,Medical Assistance,9/16/2018 18:20,INGLESIDE ST,42.317362,-71.077246,5cae691a579dc84342e094d4
4505,Larceny,9/16/2018 18:17,COLUMBUS AVE,42.317715,-71.09823,5cae691a579dc84342e0950c
4506,Simple Assault,9/16/2018 19:01,CHESTERTON ST,42.330103,-71.070902,5cae691a579dc84342e094d4
4507,Larceny,9/16/2018 18:35,BOYLSTON ST,42.350959,-71.074128,5cae691a579dc84342e095c3
4508,Larceny,9/16/2018 18:30,HARVARD AVE,42.349027,-71.129878,5cae691a579dc84342e094d4
4509,Investigate Person,9/16/2018 19:18,DEERING RD,42.28414,-71.093051,5cae691a579dc84342e094d4
4510,Investigate Property,9/16/2018 17:35,ARCH ST,42.354874,-71.058612,5cae691a579dc84342e094d4
4511,Warrant Arrests,9/16/2018 18:44,BEACON ST,42.356784,-71.066708,5cae691a579dc84342e094d4
4512,Offenses Against Child / Family,9/16/2018 18:27,DORCHESTER AVE,42.275045,-71.067313,5cae691a579dc84342e09556
4513,Investigate Person,9/16/2018 18:00,WESTERN AVE,42.362842,-71.137922,5cae691a579dc84342e094d4
4514,Larceny From Motor Vehicle,9/16/2018 18:03,E EIGHTH ST,42.331223,-71.04821,5cae691a579dc84342e094d4
4515,Drug Violation,10/2/2018 22:00,E EIGHTH ST,42.331223,-71.04821,5cae691a579dc84342e094d4
4516,Towed,9/16/2018 18:28,HANOVER ST,42.363794,-71.054471,5cae691a579dc84342e094d4
4517,Medical Assistance,9/16/2018 17:31,GENEVA AVE,42.304613,-71.072966,5cae691a579dc84342e094d4
4518,Medical Assistance,9/16/2018 17:31,GENEVA AVE,42.304613,-71.072966,5cae691a579dc84342e094d4
4519,Residential Burglary,9/6/2018 21:00,WORCESTER ST,42.338983,-71.077487,5cae691a579dc84342e09536
4520,Property Found,9/16/2018 18:42,MAIN ST,42.374435,-71.063609,5cae691a579dc84342e094d4
4521,Medical Assistance,9/16/2018 18:03,HYDE PARK AVE,42.270915,-71.120416,5cae691a579dc84342e094d4
4522,Larceny,9/16/2018 18:06,NEWBURY ST,42.351762,-71.074522,5cae691a579dc84342e094d4
4523,Motor Vehicle Accident Response,9/16/2018 18:39,W SELDEN ST,42.279675,-71.083813,5cae691a579dc84342e094d4
4524,Robbery,9/16/2018 17:09,WASHINGTON ST,42.29213,-71.071757,5cae691a579dc84342e09534
4525,Verbal Disputes,9/16/2018 17:47,CALDER ST,42.297105,-71.088077,5cae691a579dc84342e094d4
4526,Drug Violation,9/16/2018 18:29,PARIS ST,42.370818,-71.039291,5cae691a579dc84342e094d4
4527,Auto Theft,9/16/2018 16:05,ATLANTIC AVE,42.361325,-71.052436,5cae691a579dc84342e0956e
4528,Larceny,9/16/2018 17:15,FANEUIL HALL MARKETPLACE,42.35998,-71.054741,5cae691a579dc84342e094d4
4529,Missing Person Located,9/16/2018 17:40,ROBINWOOD AVE,42.31624,-71.11267,5cae691a579dc84342e094d4
4530,Verbal Disputes,9/16/2018 16:30,BELNEL RD,42.260599,-71.103061,5cae691a579dc84342e094d4
4531,Towed,9/16/2018 17:08,TEMPLE PL,42.355214,-71.062064,5cae691a579dc84342e094d4
4532,Investigate Person,9/16/2018 16:32,W TREMLETT ST,42.293974,-71.074709,5cae691a579dc84342e094d4
4533,Medical Assistance,9/16/2018 17:37,TREMONT ST,42.355942,-71.062583,5cae691a579dc84342e094f0
4534,Service,9/16/2018 17:35,CHELSEA ST,42.373118,-71.035037,5cae691a579dc84342e095a8
4535,Verbal Disputes,9/16/2018 17:08,BLUE HILL AVE,42.278918,-71.093141,5cae691a579dc84342e0955a
4536,Property Found,9/16/2018 17:23,BOYLSTON ST,42.349802,-71.07841,5cae691a579dc84342e095c3
4537,Towed,9/16/2018 16:42,GOLD ST,42.339847,-71.05532,5cae691a579dc84342e094d4
4538,Motor Vehicle Accident Response,9/16/2018 17:37,AKRON ST,42.325794,-71.085638,5cae691a579dc84342e094d4
4539,Verbal Disputes,9/16/2018 17:06,SOUTHERN AVE,42.290866,-71.072222,5cae691a579dc84342e094d4
4540,Police Service Incidents,9/16/2018 16:25,CHURCH ST,42.350213,-71.068576,5cae691a579dc84342e094d4
4541,Larceny,9/16/2018 16:00,BLUE HILL AVE,42.30897,-71.082848,5cae691a579dc84342e0955a
4542,Verbal Disputes,9/16/2018 15:26,MOUNT PLEASANT AVE,42.324913,-71.076772,5cae691a579dc84342e094d4
4543,Investigate Person,9/16/2018 16:19,STANTON ST,42.284114,-71.079387,5cae691a579dc84342e094d4
4544,Residential Burglary,9/16/2018 0:00,RADNOR RD,42.340541,-71.157761,5cae691a579dc84342e094d4
4545,Larceny,9/16/2018 16:12,BOYLSTON ST,42.344423,-71.098331,5cae691a579dc84342e095c3
4546,Robbery,9/16/2018 16:49,PARKER HILL AVE,42.330934,-71.109564,5cae691a579dc84342e094d4
4547,Other,9/16/2018 16:45,PARK ST,42.356502,-71.062,5cae691a579dc84342e0950e
4548,Other,9/16/2018 16:45,PARK ST,42.356502,-71.062,5cae691a579dc84342e0950e
4549,Medical Assistance,9/16/2018 16:32,BENNINGTON ST,42.385946,-71.009024,5cae691a579dc84342e094d4
4550,Simple Assault,9/16/2018 16:34,CROWN POINT DR,42.257841,-71.148139,5cae691a579dc84342e094d4
4551,Property Lost,9/16/2018 15:30,MASSACHUSETTS AVE,42.344396,-71.08632,5cae691a579dc84342e094d2
4552,Larceny From Motor Vehicle,9/16/2018 15:46,COMMONWEALTH AVE,42.351753,-71.079392,5cae691a579dc84342e094d4
4553,Residential Burglary,9/16/2018 15:52,BALLOU AVE,42.28763,-71.080673,5cae691a579dc84342e094f8
4554,Other,9/16/2018 14:30,PRISCILLA RD,42.344883,-71.152166,5cae691a579dc84342e094d4
4555,Simple Assault,9/16/2018 16:00,BEACON ST,42.33593,-71.149899,5cae691a579dc84342e094d4
4556,Motor Vehicle Accident Response,9/16/2018 14:30,RIVER ST,42.261948,-71.109716,5cae691a579dc84342e0954d
4557,Simple Assault,9/16/2018 2:00,HAZLETON ST,42.279971,-71.095534,5cae691a579dc84342e094d4
4558,Motor Vehicle Accident Response,9/16/2018 14:00,RIVER ST,42.261948,-71.109716,5cae691a579dc84342e0954d
4559,Verbal Disputes,9/16/2018 15:41,BORDER ST,42.371411,-71.042451,5cae691a579dc84342e094d4
4560,Larceny From Motor Vehicle,9/16/2018 15:30,DORCHESTER AVE,42.30028,-71.060153,5cae691a579dc84342e09556
4561,Robbery,9/16/2018 15:23,BELGRADE AVE,42.286318,-71.134077,5cae691a579dc84342e094d4
4562,Motor Vehicle Accident Response,9/16/2018 15:59,RIVER ST,42.270016,-71.089942,5cae691a579dc84342e0954d
4563,Vandalism,9/16/2018 15:22,WARREN ST,42.319408,-71.081405,5cae691a579dc84342e094d4
4564,Simple Assault,9/16/2018 15:22,WARREN ST,42.319408,-71.081405,5cae691a579dc84342e094d4
4565,Restraining Order Violations,9/16/2018 15:22,WARREN ST,42.319408,-71.081405,5cae691a579dc84342e094d4
4566,Vandalism,9/16/2018 14:53,GENERAL LAWRENCE J LOGAN,42.327555,-71.053891,5cae691a579dc84342e094d4
4567,Other,9/16/2018 15:31,NORMANDY ST,42.311928,-71.07763,5cae691a579dc84342e094d4
4568,Larceny,9/15/2018 23:00,COREY RD,42.343731,-71.138758,5cae691a579dc84342e094d4
4569,Other,9/12/2018 21:30,JETTE CT,42.346828,-71.143191,5cae691a579dc84342e0959e
4570,Vandalism,9/16/2018 14:34,FRANKLIN PARK RD,42.302381,-71.087118,5cae691a579dc84342e094d4
4571,Larceny,9/16/2018 14:44,BOYLSTON ST,42.348624,-71.082776,5cae691a579dc84342e095c3
4572,Larceny,9/16/2018 14:36,WASHINGTON ST,42.338164,-71.074612,5cae691a579dc84342e09534
4573,Medical Assistance,9/15/2018 8:00,GENERAL WILLIAM H DEVINE,42.328575,-71.05661,5cae691a579dc84342e094d4
4574,Investigate Property,9/16/2018 14:08,TREMLETT ST,42.294723,-71.070585,5cae691a579dc84342e094d4
4575,Verbal Disputes,9/16/2018 13:53,DEERING RD,42.28414,-71.093051,5cae691a579dc84342e094d4
4576,Larceny,9/10/2018 11:59,SUTHERLAND RD,42.340234,-71.148006,5cae691a579dc84342e094d4
4577,Verbal Disputes,9/16/2018 11:42,AMERICAN LEGION HWY,42.278107,-71.116365,5cae691a579dc84342e094d4
4578,Larceny,9/16/2018 14:02,JACOB ST,42.285418,-71.083664,5cae691a579dc84342e094d4
4579,Motor Vehicle Accident Response,9/16/2018 12:52,TALBOT AVE,42.289065,-71.067038,5cae691a579dc84342e094d4
4580,Larceny,9/16/2018 13:15,HUMBOLDT AVE,42.314303,-71.088566,5cae691a579dc84342e09549
4581,Investigate Person,9/16/2018 13:20,SPICE ST,42.382982,-71.074906,5cae691a579dc84342e094d4
4582,Ballistics,9/16/2018 13:20,BLUE HILL AVE,42.305846,-71.084702,5cae691a579dc84342e0955a
4583,Property Found,9/16/2018 13:00,SUMNER ST,42.364298,-71.029173,5cae691a579dc84342e094ec
4584,Motor Vehicle Accident Response,9/16/2018 13:14,KELTON ST,42.347314,-71.137705,5cae691a579dc84342e094d4
4585,Missing Person Located,9/16/2018 12:21,HOMESTEAD ST,42.311277,-71.089093,5cae691a579dc84342e094d4
4586,Larceny,9/16/2018 12:03,COMMONWEALTH AVE,42.349066,-71.134147,5cae691a579dc84342e094d4
4587,Verbal Disputes,9/16/2018 13:07,SPRING ST,42.276214,-71.166512,5cae691a579dc84342e094d4
4588,Simple Assault,9/16/2018 12:34,STUART ST,42.350644,-71.068116,5cae691a579dc84342e094d4
4589,Verbal Disputes,9/16/2018 12:42,GUEST ST,42.357046,-71.145749,5cae691a579dc84342e094d4
4590,Auto Theft,9/3/2018 18:00,CENTRE ST,42.32277,-71.104455,5cae691a579dc84342e0953b
4591,Vandalism,9/16/2018 12:42,LENNON CT,42.333092,-71.025949,5cae691a579dc84342e094d4
4592,Larceny From Motor Vehicle,9/16/2018 11:23,TALBOT AVE,42.29197,-71.077955,5cae691a579dc84342e094d4
4593,Investigate Property,9/16/2018 12:25,GRANITE AVE,42.281287,-71.055153,5cae691a579dc84342e094d4
4594,Towed,9/16/2018 12:25,GRANITE AVE,42.281287,-71.055153,5cae691a579dc84342e094d4
4595,Auto Theft,9/16/2018 0:30,DUNSTABLE ST,42.376852,-71.068873,5cae691a579dc84342e094d4
4596,Larceny,9/16/2018 12:48,HARRISON AVE,42.334018,-71.076381,5cae691a579dc84342e094d4
4597,Motor Vehicle Accident Response,9/16/2018 11:23,DORCHESTER AVE,42.328026,-71.056911,5cae691a579dc84342e09556
4598,Harassment,9/16/2018 12:35,WILDWOOD ST,42.283295,-71.088241,5cae691a579dc84342e094d4
4599,Landlord/Tenant Disputes,9/16/2018 12:35,WILDWOOD ST,42.283295,-71.088241,5cae691a579dc84342e094d4
4600,Larceny From Motor Vehicle,9/16/2018 9:23,TALBOT AVE,42.291389,-71.075995,5cae691a579dc84342e094d4
4601,Investigate Property,9/16/2018 12:29,FLEET CENTER PL,42.366463,-71.060678,5cae691a579dc84342e094d4
4602,Simple Assault,9/16/2018 11:43,CENTRAL WHARF,42.358955,-71.05035,5cae691a579dc84342e094d4
4603,Vandalism,9/16/2018 0:30,DALESSIO CT,42.340115,-71.05339,5cae691a579dc84342e094d4
4604,Larceny,9/16/2018 0:00,CHANDLER ST,42.346669,-71.072126,5cae691a579dc84342e094d4
4605,Vandalism,9/16/2018 0:00,CHANDLER ST,42.346669,-71.072126,5cae691a579dc84342e094d4
4606,Other,9/16/2018 10:35,BOWDOIN ST,42.303697,-71.071049,5cae691a579dc84342e094d4
4607,Investigate Property,9/16/2018 9:23,STURGES RD,42.280376,-71.155764,5cae691a579dc84342e094d4
4608,Larceny,9/16/2018 12:02,SUMMER ST,42.346548,-71.042841,5cae691a579dc84342e094d4
4609,Robbery,9/16/2018 11:29,WASHINGTON ST,42.282779,-71.071355,5cae691a579dc84342e09534
4610,Vandalism,9/16/2018 11:55,DORCHESTER AVE,42.303402,-71.059376,5cae691a579dc84342e09556
4611,Larceny,9/15/2018 17:00,EUSTON RD,42.343599,-71.145757,5cae691a579dc84342e094d4
4612,Other,9/16/2018 11:07,DORCHESTER AVE,42.278399,-71.066363,5cae691a579dc84342e09556
4613,Medical Assistance,9/16/2018 11:07,DORCHESTER AVE,42.278399,-71.066363,5cae691a579dc84342e09556
4614,Warrant Arrests,9/16/2018 11:19,WINTER PL,42.355654,-71.061433,5cae691a579dc84342e094d4
4615,Motor Vehicle Accident Response,9/13/2018 17:30,NORFOLK AVE,42.324334,-71.068456,5cae691a579dc84342e094d4
4616,Vandalism,9/15/2018 17:00,E NINTH ST,42.332143,-71.051214,5cae691a579dc84342e094d4
4617,Investigate Person,9/16/2018 11:02,WILLOW CT,42.324523,-71.063916,5cae691a579dc84342e094d4
